gt_area_px,dice,fg_iou,miou
9.0,43.90243902439025,28.125,64.03957656427532
12.0,56.25,39.130434782608695,69.55126399564585
17.0,65.3061224489796,48.484848484848484,74.22547846889952
17.0,57.77777777777777,40.625,70.29356173873174
19.0,73.07692307692307,57.57575757575758,78.77392261027646
26.0,67.9245283018868,51.42857142857142,75.69733926506525
23.0,75.0,60.0,79.98604326587578
28.0,66.66666666666666,50.0,74.98205670082538
23.0,67.74193548387096,51.21951219512195,75.58981790595496
23.0,64.15094339622641,47.22222222222222,73.59217133958457
30.0,73.84615384615385,58.536585365853654,79.25134420629578
26.0,64.40677966101694,47.5,73.7290657335965
26.0,74.50980392156863,59.375,79.67454069222642
30.0,66.66666666666666,50.0,74.98105947325398
29.0,73.01587301587301,57.49999999999999,78.7330518613044
31.0,76.47058823529412,61.904761904761905,80.93642880881167
10.0,38.46153846153847,23.809523809523807,61.87286779321225
15.0,40.0,25.0,62.46112672687041
17.0,44.44444444444444,28.57142857142857,64.24584187742082
28.0,64.1025641025641,47.16981132075472,73.55698996577506
19.0,42.69662921348314,27.142857142857142,63.52058821016294
35.0,68.13186813186813,51.66666666666667,75.80441719014857
35.0,55.172413793103445,38.095238095238095,68.99576837754886
31.0,61.1764705882353,44.06779661016949,72.00099700897307
33.0,51.66666666666667,34.831460674157306,67.35789805070912
33.0,58.58585858585859,41.42857142857143,70.67340590093696
36.0,47.82608695652174,31.428571428571427,65.64249104703406
33.0,56.86274509803921,39.726027397260275,69.81914267942659
35.0,51.66666666666667,34.831460674157306,67.35789805070912
34.0,59.77011494252874,42.62295081967213,71.27658009577824
37.0,51.908396946564885,35.051546391752574,67.4629516091825
34.0,52.25225225225225,35.36585365853659,67.6300821925004
27.0,36.22047244094488,22.115384615384613,60.97693941155449
38.0,33.98692810457516,20.47244094488189,60.13552256615979
14.0,0.0,0.0,49.986049107142854
20.0,0.0,0.0,49.98007015306122
16.0,0.0,0.0,49.984056122448976
18.0,82.05128205128204,69.56521739130434,84.77563102420082
24.0,85.18518518518519,74.19354838709677,87.08879859886811
21.0,80.76923076923077,67.74193548387096,83.86099864613247
19.0,79.16666666666666,65.51724137931035,82.7486519913678
24.0,87.27272727272727,77.41935483870968,88.7026986348597
22.0,85.71428571428571,75.0,87.4930216329379
18.0,77.27272727272727,62.96296296296296,81.47151318067804
26.0,85.18518518518519,74.19354838709677,87.08879859886811
24.0,86.79245283018868,76.66666666666667,88.32635468798809
22.0,88.0,78.57142857142857,89.27973270897066
28.0,91.52542372881356,84.375,92.18251485572992
26.0,89.28571428571429,80.64516129032258,90.31659871060364
23.0,88.46153846153845,79.3103448275862,89.6491907177829
28.0,88.13559322033898,78.78787878787878,89.38696033112782
26.0,89.28571428571429,80.64516129032258,90.31659871060364
24.0,82.75862068965517,70.58823529411765,85.28414795492291
31.0,87.87878787878788,78.37837837837837,89.18121264024309
26.0,82.75862068965517,70.58823529411765,85.28414795492291
24.0,83.63636363636363,71.875,85.92852745598469
30.0,87.5,77.77777777777779,88.88091249900295
27.0,86.66666666666667,76.47058823529412,88.22731804586242
35.0,77.33333333333333,63.04347826086957,81.50478896392433
42.0,82.5,70.2127659574468,85.09242290453558
34.0,85.71428571428571,75.0,87.49002911498425
31.0,72.72727272727273,57.14285714285714,78.55348312558394
38.0,86.11111111111111,75.60975609756098,87.79490696492367
29.0,91.80327868852459,84.84848484848484,92.41925718056372
30.0,76.19047619047619,61.53846153846154,80.7542762310269
38.0,87.32394366197182,77.5,88.74102602452886
30.0,90.0,81.81818181818183,90.90310873596682
33.0,78.26086956521739,64.28571428571429,82.12790171004691
39.0,87.67123287671232,78.04878048780488,89.01541608946721
31.0,87.09677419354838,77.14285714285715,88.56345234059646
39.0,85.0,73.91304347826086,86.94455572261732
41.0,84.21052631578947,72.72727272727273,86.35167082438939
32.0,89.55223880597015,81.08108108108108,90.5335609210295
40.0,80.0,66.66666666666666,83.31737928100405
41.0,83.54430379746836,71.73913043478261,85.85660229135975
29.0,90.32258064516128,82.35294117647058,91.17048829582085
40.0,80.95238095238095,68.0,83.98404531131587
43.0,85.36585365853658,74.46808510638297,87.22207629803106
31.0,83.5820895522388,71.7948717948718,85.88646836134272
41.0,79.51807228915662,66.0,82.98304848134336
42.0,85.0,73.91304347826086,86.94455572261732
31.0,86.15384615384616,75.67567567567568,87.82886439921616
39.0,80.89887640449437,67.9245283018868,83.94531161803553
47.0,84.21052631578947,72.72727272727273,86.34867705296139
36.0,77.10843373493977,62.745098039215684,81.35360358246682
122.0,0.0,0.0,49.842554209183675
114.0,68.46153846153847,52.046783625730995,75.94153424503352
143.0,89.55223880597015,81.08108108108108,90.51257186545664
177.0,87.34939759036145,77.54010695187165,88.72807949980104
172.0,67.6923076923077,51.162790697674424,75.4555061313486
179.0,62.15538847117794,45.09090909090909,72.39461142230262
174.0,82.09876543209876,69.63350785340315,84.75880376384164
177.0,72.54237288135593,56.91489361702128,78.37655843446683
150.0,69.49152542372882,53.246753246753244,76.55151172937734
147.0,66.37554585152839,49.673202614379086,74.75975499980431
169.0,54.700854700854705,37.64705882352941,68.71776632108781
98.0,92.0,85.18518518518519,92.57661942750993
129.0,93.63295880149812,88.02816901408451,93.99710182937349
161.0,91.8429003021148,84.91620111731844,92.4311135124414
187.0,91.98966408268734,85.16746411483254,92.55273081736667
198.0,86.04118993135012,75.50200803212851,87.68998937254982
198.0,91.04859335038363,83.56807511737088,91.74903615862944
183.0,88.08864265927978,78.71287128712872,89.31345025859525
163.0,82.17522658610272,69.74358974358974,84.81284203406506
143.0,78.54251012145748,64.66666666666666,82.28041694123284
121.0,76.05633802816901,61.36363636363637,80.63091489805733
139.0,60.28708133971292,43.15068493150685,71.49252962277855
94.0,91.0891089108911,83.63636363636363,91.80021200746383
130.0,94.07407407407408,88.81118881118881,94.38961007024305
164.0,91.86046511627907,84.94623655913979,92.4451283559424
191.0,91.72932330827066,84.72222222222221,92.32810649046421
202.0,91.84149184149184,84.91379310344827,92.42188184554753
202.0,91.34615384615384,84.070796460177,91.99938814726531
196.0,89.33002481389578,80.71748878923766,90.31574095434361
172.0,84.04255319148936,72.47706422018348,86.17855370231854
152.0,79.24528301886792,65.625,82.75757798925525
129.0,79.29515418502203,65.69343065693431,82.7997960296611
149.0,65.50218340611353,48.701298701298704,74.27180860894758
113.0,87.78280542986425,78.2258064516129,89.08594581850997
139.0,94.69964664310953,89.93288590604027,94.95145554244502
164.0,92.48554913294798,86.02150537634408,92.98476100551049
197.0,92.64705882352942,86.3013698630137,93.12067712947832
206.0,90.8675799086758,83.26359832635984,91.59178075471202
