gt_area_px,dice,fg_iou,miou
9.0,58.06451612903226,40.909090909090914,70.44158873000542
12.0,61.111111111111114,44.0,71.98604604804146
17.0,68.08510638297872,51.61290322580645,75.79149945979317
17.0,69.56521739130434,53.333333333333336,76.65271132376395
19.0,73.07692307692307,57.57575757575758,78.77392261027646
26.0,71.1864406779661,55.26315789473685,77.6146314845033
23.0,71.69811320754717,55.88235294117647,77.92622342315717
28.0,73.33333333333333,57.89473684210527,78.9314175497363
23.0,64.28571428571429,47.368421052631575,73.6642735272329
23.0,73.07692307692307,57.57575757575758,78.77392261027646
30.0,70.58823529411765,54.54545454545454,77.25278788845546
26.0,63.888888888888886,46.93877551020408,73.44346707239113
26.0,66.66666666666666,50.0,74.97707016529421
30.0,5.263157894736842,2.7027027027027026,51.31547691188947
29.0,60.67415730337079,43.54838709677419,71.73929753849657
31.0,61.1764705882353,44.06779661016949,72.00099700897307
10.0,45.45454545454545,29.411764705882355,64.68196176927894
15.0,45.614035087719294,29.545454545454547,64.74182800434221
17.0,55.73770491803278,38.63636363636363,69.29126740601251
28.0,41.0958904109589,25.862068965517242,62.888172498348425
19.0,57.57575757575758,40.42553191489361,70.18485360224214
35.0,0.0,0.0,49.94120695153062
35.0,62.92134831460674,45.90163934426229,72.91791706385166
31.0,0.0,0.0,49.93921396683674
33.0,71.60493827160494,55.769230769230774,77.86168280639536
33.0,0.0,0.0,49.940210459183675
36.0,57.14285714285714,40.0,69.96111665004985
33.0,0.0,0.0,49.93423150510204
35.0,11.940298507462686,6.349206349206349,53.11580543881429
34.0,0.0,0.0,49.9332350127551
37.0,25.0,14.285714285714285,57.10099862464869
34.0,0.0,0.0,49.937220982142854
27.0,48.888888888888886,32.35294117647059,66.1306118332008
38.0,0.0,0.0,49.92924904336735
14.0,0.0,0.0,49.986049107142854
20.0,0.0,0.0,49.98007015306122
16.0,0.0,0.0,49.984056122448976
18.0,81.08108108108108,68.18181818181817,84.08393155856324
24.0,81.63265306122449,68.96551724137932,84.47378661335254
21.0,75.55555555555556,60.71428571428571,80.34617772625907
19.0,77.27272727272727,62.96296296296296,81.47151318067804
24.0,77.77777777777779,63.63636363636363,81.8062189032182
22.0,70.83333333333334,54.83870967741935,77.40539921758484
18.0,72.72727272727273,57.14285714285714,78.55946684894053
26.0,77.19298245614034,62.857142857142854,81.4156113456269
24.0,80.0,66.66666666666666,83.32236710930334
22.0,73.07692307692307,57.57575757575758,78.77392261027646
28.0,80.0,66.66666666666666,83.32136970277024
26.0,77.77777777777779,63.63636363636363,81.8062189032182
23.0,74.50980392156863,59.375,79.67454069222642
28.0,78.68852459016394,64.86486486486487,82.41947183265576
26.0,80.0,66.66666666666666,83.32236710930334
24.0,86.27450980392157,75.86206896551724,87.92405597655772
31.0,82.53968253968253,70.27027027027027,85.12416803643124
26.0,81.48148148148148,68.75,84.36503070542729
24.0,83.01886792452831,70.96774193548387,85.4748986026265
30.0,80.0,66.66666666666666,83.32136970277024
27.0,83.63636363636363,71.875,85.92852745598469
35.0,75.0,60.0,79.98404849258255
42.0,80.51948051948052,67.3913043478261,83.68069554812783
34.0,79.36507936507937,65.78947368421053,82.88177598389706
31.0,72.1311475409836,56.41025641025641,78.1881804043546
38.0,78.87323943661971,65.11627906976744,82.5431838038476
29.0,77.19298245614034,62.857142857142854,81.4156113456269
30.0,73.33333333333333,57.89473684210527,78.9314175497363
38.0,80.55555555555556,67.44186046511628,83.70697127190246
30.0,81.35593220338984,68.57142857142857,84.27474762436479
33.0,78.125,64.1025641025641,82.03732420398092
39.0,80.55555555555556,67.44186046511628,83.70697127190246
31.0,78.68852459016394,64.86486486486487,82.41947183265576
39.0,82.85714285714286,70.73170731707317,85.35388883511743
41.0,83.11688311688312,71.11111111111111,85.542592888038
32.0,80.64516129032258,67.56756756756756,83.77181991466851
40.0,82.35294117647058,70.0,84.9880354151711
41.0,81.08108108108108,68.18181818181817,84.07694985188702
29.0,81.35593220338984,68.57142857142857,84.27474762436479
40.0,68.85245901639344,52.5,76.23105871797429
43.0,76.71232876712328,62.22222222222222,81.0941612826035
31.0,84.7457627118644,73.52941176470588,86.75573298051648
41.0,65.57377049180327,48.78048780487805,74.36930921865243
42.0,82.66666666666667,70.45454545454545,85.21431031825887
31.0,86.66666666666667,76.47058823529412,88.22731804586242
39.0,52.83018867924528,35.8974358974359,67.9237986871255
47.0,65.71428571428571,48.93617021276596,74.44415832234215
36.0,71.42857142857143,55.55555555555556,77.76182754251181
122.0,43.58974358974359,27.86885245901639,63.84667544174545
114.0,83.24873096446701,71.30434782608695,85.61923583662714
143.0,78.15126050420169,64.13793103448275,82.01705169418764
177.0,74.57627118644068,59.45945945945946,79.654828599222
172.0,73.75886524822694,58.42696629213483,79.13958955284166
179.0,59.77859778597786,42.63157894736842,71.20699618094042
174.0,72.78911564625851,57.21925133689839,78.52973591630715
177.0,79.00552486187846,65.29680365296804,82.57245195340026
150.0,75.18796992481202,60.24096385542169,80.05458209545587
147.0,73.72262773722628,58.38150289017341,79.11885928332933
